study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Balogh1992	53266	clearance	l/h/kg	plasma	2175	caffeine	7282.0	6.70e-02										
Balogh1992	53268	clearance	l/h/kg	plasma	2175	caffeine	7282.0	8.40e-02										
Balogh1992	53270	clearance	l/h/kg	plasma	2175	caffeine	7282.0	1.05e-01										
Balogh1992	53272	clearance	l/h/kg	plasma	2175	caffeine	7282.0	9.20e-02										
Balogh1992	53274	clearance	l/h/kg	plasma	2175	caffeine	7282.0	6.20e-02										
Balogh1992	53276	clearance	l/h/kg	plasma	2175	caffeine	7283.0	1.27e-01										
Balogh1992	53278	clearance	l/h/kg	plasma	2175	caffeine	7283.0	1.24e-01										
Balogh1992	53280	clearance	l/h/kg	plasma	2175	caffeine	7283.0	1.15e-01										
Balogh1992	53282	clearance	l/h/kg	plasma	2175	caffeine	7283.0	9.50e-02										
Balogh1992	53284	clearance	l/h/kg	plasma	2175	caffeine	7283.0	1.06e-01										
Balogh1992	53286	clearance	l/h/kg	plasma	2175	caffeine	7283.0	1.10e-01										
Balogh1992	53288	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.36e-01										
Balogh1992	53290	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.42e-01										
Balogh1992	53292	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.62e-01										
Balogh1992	53294	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.13e-01										
Balogh1992	53296	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.21e-01										
Balogh1992	53298	clearance	l/h/kg	plasma	2175	caffeine	7284.0	1.17e-01										
Balogh1992	53300	clearance	l/h/kg	plasma	2175	caffeine	7285.0	2.42e-01										
Balogh1992	53302	clearance	l/h/kg	plasma	2175	caffeine	7285.0	1.96e-01										
Balogh1992	53304	clearance	l/h/kg	plasma	2175	caffeine	7285.0	2.72e-01										
Balogh1992	53306	clearance	l/h/kg	plasma	2175	caffeine	7285.0	2.12e-01										
Balogh1992	53308	clearance	l/h/kg	plasma	2175	caffeine	7285.0	1.75e-01										
Balogh1992	53310	clearance	l/h/kg	plasma	2175	caffeine	7285.0	2.88e-01										
Balogh1992	53312	clearance	l/h/kg	plasma	2175	caffeine	7286.0	2.45e-01										
Balogh1992	53314	clearance	l/h/kg	plasma	2175	caffeine	7286.0	2.97e-01										
Balogh1992	53316	clearance	l/h/kg	plasma	2175	caffeine	7286.0	3.21e-01										
Balogh1992	53318	clearance	l/h/kg	plasma	2175	caffeine	7286.0	3.63e-01										
Balogh1992	53320	clearance	l/h/kg	plasma	2175	caffeine	7286.0	3.02e-01										
Balogh1992	53322	clearance	l/h/kg	plasma	2175	caffeine	7286.0	1.85e-01										
Balogh1992	53324	clearance	l/h/kg	plasma	2175	caffeine	7287.0	1.78e-01										
Balogh1992	53326	clearance	l/h/kg	plasma	2175	caffeine	7287.0	2.36e-01										
Balogh1992	53328	clearance	l/h/kg	plasma	2175	caffeine	7287.0	1.57e-01										
Balogh1992	53330	clearance	l/h/kg	plasma	2175	caffeine	7287.0	1.06e-01										
Balogh1992	53332	clearance	l/h/kg	plasma	2175	caffeine	7287.0	1.97e-01										
Balogh1992	53334	clearance	l/h/kg	plasma	2175	caffeine	7287.0	1.56e-01										
Balogh1992	53336	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.47e-01										
Balogh1992	53338	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.33e-01										
Harder1988	55321	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.74e-01	2.11e-02	4.20e-01			7.30e-02			
Balogh1992	53340	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.23e-01										
Harder1988	55323	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.57e-01	1.73e-02	3.82e-01			6.00e-02			
Harder1988	55325	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.49e-01	1.96e-02	4.56e-01			6.80e-02			
Balogh1992	53342	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.46e-01										
Balogh1992	53344	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.58e-01										
Harder1988	55327	thalf	h	plasma	2224	paraxanthine			1847.0	3.00e+00	3.46e-01	4.00e-01			1.20e+00			
Balogh1992	53346	clearance	l/h/kg	plasma	2175	caffeine	7288.0	1.36e-01										
Harder1988	55329	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	1.60e+01	1.50e+00	3.25e-01			5.20e+00			
Balogh1992	53348	clearance	l/h/kg	plasma	2175	caffeine	7289.0	9.30e-02										
Harder1988	55331	tmax	h	plasma	2224	paraxanthine			1847.0	5.70e+00	5.46e-01	3.32e-01			1.89e+00			
Balogh1992	53350	clearance	l/h/kg	plasma	2175	caffeine	7289.0	1.02e-01										
Balogh1992	53352	clearance	l/h/kg	plasma	2175	caffeine	7289.0	6.90e-02										
Harder1988	55333	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.17e+00	6.35e-02	1.88e-01			2.20e-01			
Balogh1992	53354	clearance	l/h/kg	plasma	2175	caffeine	7289.0	1.14e-01										
Harder1988	55335	thalf	h	plasma	2224	paraxanthine			1847.0	2.80e+00	3.75e-01	4.64e-01			1.30e+00			
Balogh1992	53356	clearance	l/h/kg	plasma	2175	caffeine	7289.0	1.20e-01										
Balogh1992	53358	clearance	l/h/kg	plasma	2175	caffeine	7289.0	1.03e-01										
Harder1988	55337	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.38e+01	2.60e+00	3.78e-01			9.00e+00			
Balogh1992	53360	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.77e-01										
Harder1988	55339	tmax	h	plasma	2224	paraxanthine			1847.0	4.70e+00	6.06e-01	4.47e-01			2.10e+00			
Balogh1992	53362	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.36e-01										
Harder1988	55341	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.56e+00	1.30e-01	2.88e-01			4.50e-01			
Balogh1992	53364	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.49e-01										
Harder1988	55343	thalf	h	plasma	2224	paraxanthine			1847.0	2.70e+00	3.46e-01	4.44e-01			1.20e+00			
Balogh1992	53366	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.56e-01										
Balogh1992	53368	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.33e-01										
Harder1988	55345	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.20e+01	1.93e+00	3.05e-01			6.70e+00			
Balogh1992	53370	clearance	l/h/kg	plasma	2175	caffeine	7290.0	1.43e-01										
Harder1988	55347	tmax	h	plasma	2224	paraxanthine			1847.0	4.80e+00	6.35e-01	4.58e-01			2.20e+00			
Balogh1992	53372	clearance	l/h/kg	plasma	2175	caffeine	7291.0	8.90e-02										
Harder1988	55349	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.60e+00	9.24e-02	2.00e-01			3.20e-01			
Balogh1992	53374	clearance	l/h/kg	plasma	2175	caffeine	7291.0	1.27e-01										
Balogh1992	53376	clearance	l/h/kg	plasma	2175	caffeine	7291.0	1.07e-01										
Harder1988	55351	thalf	h	plasma	2224	paraxanthine			1847.0	2.60e+00	4.04e-01	5.38e-01			1.40e+00			
Harder1988	55353	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.66e+01	2.17e+00	2.82e-01			7.50e+00			
Harder1988	55355	tmax	h	plasma	2224	paraxanthine			1847.0	5.70e+00	8.37e-01	5.09e-01			2.90e+00			
Harder1988	55357	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.57e+00	9.53e-02	2.10e-01			3.30e-01			
Harder1988	55359	thalf	h	plasma	2224	paraxanthine			1847.0	3.00e+00	2.89e-01	3.33e-01			1.00e+00			
Balogh1992	53378	clearance	l/h/kg	plasma	2175	caffeine	7291.0	1.23e-01										
Cheng1990	54670	clearance	l/h/kg	plasma	2206	caffeine	7364.0	1.55e-01										
Balogh1992	53380	clearance	l/h/kg	plasma	2175	caffeine	7291.0	9.30e-02										
Cheng1990	54672	clearance	l/h/kg	plasma	2206	caffeine	7365.0	1.37e-01										
Cheng1990	54674	clearance	l/h/kg	plasma	2206	caffeine	7366.0	1.24e-01										
Balogh1992	53382	clearance	l/h/kg	plasma	2175	caffeine	7291.0	1.05e-01										
Cheng1990	54676	clearance	l/h/kg	plasma	2206	caffeine	7367.0	1.21e-01										
Balogh1992	53384	clearance	l/h/kg	plasma	2175	caffeine	7292.0	1.18e-01										
Cheng1990	54678	clearance	l/h/kg	plasma	2206	caffeine	7368.0	1.12e-01										
Cheng1990	54680	clearance	l/h/kg	plasma	2206	caffeine	7369.0	9.12e-02										
Cheng1990	54682	clearance	l/h/kg	plasma	2206	caffeine	7370.0	8.52e-02										
Balogh1992	53386	clearance	l/h/kg	plasma	2175	caffeine	7292.0	8.80e-02										
Cheng1990	54684	clearance	l/h/kg	plasma	2206	caffeine	7371.0	7.92e-02										
Balogh1992	53388	clearance	l/h/kg	plasma	2175	caffeine	7292.0	1.13e-01										
Cheng1990	54686	clearance	l/h/kg	plasma	2206	caffeine	7372.0	7.44e-02										
Cheng1990	54688	clearance	l/h/kg	plasma	2206	caffeine	7373.0	7.20e-02										
Balogh1992	53390	clearance	l/h/kg	plasma	2175	caffeine	7292.0	1.58e-01										
Cheng1990	54690	clearance	l/h/kg	plasma	2206	caffeine	7374.0	5.64e-02										
Cheng1990	54692	clearance	l/h/kg	plasma	2206	caffeine	7375.0	5.40e-02										
Balogh1992	53392	clearance	l/h/kg	plasma	2175	caffeine	7292.0	1.84e-01										
Cheng1990	54694	clearance	l/h/kg	plasma	2206	caffeine	7376.0	2.40e-02										
Balogh1992	53394	clearance	l/h/kg	plasma	2175	caffeine	7292.0	1.67e-01										
Cheng1990	54696	clearance	l/h/kg	plasma	2207	caffeine	7364.0	7.98e-02										
Cheng1990	54698	clearance	l/h/kg	plasma	2207	caffeine	7365.0											
Cheng1990	54700	clearance	l/h/kg	plasma	2207	caffeine	7366.0	6.72e-02										
Cheng1990	54702	clearance	l/h/kg	plasma	2207	caffeine	7367.0	9.48e-02										
Cheng1990	54704	clearance	l/h/kg	plasma	2207	caffeine	7368.0	7.86e-02										
Cheng1990	54706	clearance	l/h/kg	plasma	2207	caffeine	7369.0	6.18e-02										
Cheng1990	54708	clearance	l/h/kg	plasma	2207	caffeine	7370.0	8.94e-02										
Cheng1990	54710	clearance	l/h/kg	plasma	2207	caffeine	7371.0	5.58e-02										
Cheng1990	54712	clearance	l/h/kg	plasma	2207	caffeine	7372.0	8.40e-02										
Cheng1990	54714	clearance	l/h/kg	plasma	2207	caffeine	7373.0	7.92e-02										
Cheng1990	54716	clearance	l/h/kg	plasma	2207	caffeine	7374.0	3.84e-02										
Cheng1990	54718	clearance	l/h/kg	plasma	2207	caffeine	7375.0	6.48e-02										
Cheng1990	54720	clearance	l/h/kg	plasma	2207	caffeine	7376.0	3.00e-02										
Cheng1990	54722	clearance	l/h/kg	plasma	2208	caffeine	7364.0	5.82e-02										
Cheng1990	54724	clearance	l/h/kg	plasma	2208	caffeine	7365.0	8.40e-02										
Cheng1990	54726	clearance	l/h/kg	plasma	2208	caffeine	7366.0	6.90e-02										
Cheng1990	54728	clearance	l/h/kg	plasma	2208	caffeine	7367.0	6.54e-02										
Cheng1990	54730	clearance	l/h/kg	plasma	2208	caffeine	7368.0	7.98e-02										
Cheng1990	54732	clearance	l/h/kg	plasma	2208	caffeine	7369.0	5.58e-02										
Cheng1990	54734	clearance	l/h/kg	plasma	2208	caffeine	7370.0											
Cheng1990	54736	clearance	l/h/kg	plasma	2208	caffeine	7371.0	5.64e-02										
Cheng1990	54738	clearance	l/h/kg	plasma	2208	caffeine	7372.0	5.34e-02										
Cheng1990	54740	clearance	l/h/kg	plasma	2208	caffeine	7373.0	7.32e-02										
Cheng1990	54742	clearance	l/h/kg	plasma	2208	caffeine	7374.0	3.24e-02										
Cheng1990	54744	clearance	l/h/kg	plasma	2208	caffeine	7375.0	3.72e-02										
Cheng1990	54746	clearance	l/h/kg	plasma	2208	caffeine	7376.0											
Cheng1990	54748	clearance	l/h/kg	plasma	2206	caffeine	7377.0	2.16e-01										
Cheng1990	54750	clearance	l/h/kg	plasma	2206	caffeine	7378.0	1.79e-01										
Cheng1990	54752	clearance	l/h/kg	plasma	2206	caffeine	7379.0	1.22e-01										
Cheng1990	54754	clearance	l/h/kg	plasma	2206	caffeine	7380.0	9.42e-02										
Cheng1990	54756	clearance	l/h/kg	plasma	2206	caffeine	7381.0	7.50e-02										
Cheng1990	54758	clearance	l/h/kg	plasma	2206	caffeine	7382.0	6.90e-02										
Cheng1990	54760	clearance	l/h/kg	plasma	2206	caffeine	7383.0	5.58e-02										
Cheng1990	54762	clearance	l/h/kg	plasma	2206	caffeine	7384.0	2.94e-02										
Cheng1990	54764	clearance	l/h/kg	plasma	2206	caffeine	7385.0	2.22e-02										
Cheng1990	54766	clearance	l/h/kg	plasma	2206	caffeine	7386.0	1.50e-02										
Cheng1990	54768	clearance	l/h/kg	plasma	2206	caffeine	7387.0	1.26e-02										
Cheng1990	54770	clearance	l/h/kg	plasma	2206	caffeine	7388.0	9.00e-03										
Cheng1990	54772	clearance	l/h/kg	plasma	2206	caffeine	7389.0	5.40e-03										
Cheng1990	54774	clearance	l/h/kg	plasma	2207	caffeine	7377.0	1.27e-01										
Cheng1990	54776	clearance	l/h/kg	plasma	2207	caffeine	7378.0	1.21e-01										
Cheng1990	54778	clearance	l/h/kg	plasma	2207	caffeine	7379.0											
Cheng1990	54780	clearance	l/h/kg	plasma	2207	caffeine	7380.0	1.04e-01										
Cheng1990	54782	clearance	l/h/kg	plasma	2207	caffeine	7381.0											
Cheng1990	54784	clearance	l/h/kg	plasma	2207	caffeine	7382.0	5.28e-02										
Cheng1990	54786	clearance	l/h/kg	plasma	2207	caffeine	7383.0	3.84e-02										
Cheng1990	54788	clearance	l/h/kg	plasma	2207	caffeine	7384.0	2.70e-02										
Cheng1990	54790	clearance	l/h/kg	plasma	2207	caffeine	7385.0	1.56e-02										
Cheng1990	54792	clearance	l/h/kg	plasma	2207	caffeine	7386.0	2.04e-02										
Cheng1990	54794	clearance	l/h/kg	plasma	2207	caffeine	7387.0	1.56e-02										
Cheng1990	54796	clearance	l/h/kg	plasma	2207	caffeine	7388.0	1.86e-02										
Cheng1990	54798	clearance	l/h/kg	plasma	2207	caffeine	7389.0	1.38e-02										
Cheng1990	54800	clearance	l/h/kg	plasma	2208	caffeine	7377.0	7.62e-02										
Cheng1990	54802	clearance	l/h/kg	plasma	2208	caffeine	7378.0	8.16e-02										
Cheng1990	54804	clearance	l/h/kg	plasma	2208	caffeine	7379.0	4.50e-02										
Cheng1990	54806	clearance	l/h/kg	plasma	2208	caffeine	7380.0	7.62e-02										
Cheng1990	54808	clearance	l/h/kg	plasma	2208	caffeine	7381.0	4.92e-02										
Harder1988	55361	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	1.85e+01	2.25e+00	4.22e-01			7.80e+00			
Harder1988	55363	tmax	h	plasma	2224	paraxanthine			1847.0	5.30e+00	8.37e-01	5.47e-01			2.90e+00			
Cheng1990	54810	clearance	l/h/kg	plasma	2208	caffeine	7382.0	4.86e-02										
Cheng1990	54812	clearance	l/h/kg	plasma	2208	caffeine	7383.0	3.00e-02										
Cheng1990	54814	clearance	l/h/kg	plasma	2208	caffeine	7384.0	2.10e-02										
Harder1988	55365	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.15e+00	5.48e-02	1.65e-01			1.90e-01			
Cheng1990	54816	clearance	l/h/kg	plasma	2208	caffeine	7385.0	1.56e-02										
Cheng1990	54818	clearance	l/h/kg	plasma	2208	caffeine	7386.0	1.08e-02										
Cheng1990	54820	clearance	l/h/kg	plasma	2208	caffeine	7387.0	1.56e-02										
Cheng1990	54822	clearance	l/h/kg	plasma	2208	caffeine	7388.0	1.32e-02										
Harder1988	55367	thalf	h	plasma	2224	paraxanthine			1847.0	2.60e+00	2.60e-01	3.46e-01			9.00e-01			
Cheng1990	54824	clearance	l/h/kg	plasma	2208	caffeine	7389.0											
Cheng1990	54826	thalf	h	plasma	2206	caffeine			1832.0	4.50e+00	6.66e-01	5.33e-01			2.40e+00			
Cheng1990	54828	clearance	l/h/kg	plasma	2206	caffeine			1832.0	9.12e-02	1.02e-02	4.01e-01			3.66e-02			
Cheng1990	54830	vd	l/kg	plasma	2206	caffeine			1832.0	5.10e-01	4.71e-02	3.33e-01			1.70e-01			
Harder1988	55369	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.02e+01	2.40e+00	4.11e-01			8.30e+00			
Cheng1990	54832	thalf	h	plasma	2207	caffeine			1832.0	6.00e+00	5.27e-01	3.17e-01			1.90e+00			
Cheng1990	54834	clearance	l/h/kg	plasma	2207	caffeine			1832.0	6.84e-02	5.49e-03	2.89e-01			1.98e-02			
Cheng1990	54836	vd	l/kg	plasma	2207	caffeine			1832.0	5.40e-01	3.05e-02	2.04e-01			1.10e-01			
Cheng1990	54838	thalf	h	plasma	2208	caffeine			1832.0	6.40e+00	9.15e-01	5.16e-01			3.30e+00			
Harder1988	55371	tmax	h	plasma	2224	paraxanthine			1847.0	4.30e+00	4.04e-01	3.26e-01			1.40e+00			
Cheng1990	54840	clearance	l/h/kg	plasma	2208	caffeine			1832.0	6.48e-02	4.83e-03	2.69e-01			1.74e-02			
Cheng1990	54842	vd	l/kg	plasma	2208	caffeine			1832.0	5.50e-01	3.05e-02	2.00e-01			1.10e-01			
Harder1988	55373	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.38e+00	1.01e-01	2.54e-01			3.50e-01			
Harder1988	55375	thalf	h	plasma	2224	paraxanthine			1847.0	2.60e+00	3.46e-01	4.62e-01			1.20e+00			
Harder1988	55377	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.27e+01	2.45e+00	3.74e-01			8.50e+00			
Harder1988	55379	tmax	h	plasma	2224	paraxanthine			1847.0	5.50e+00	7.51e-01	4.73e-01			2.60e+00			
Harder1988	55381	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.57e+00	7.79e-02	1.72e-01			2.70e-01			
Harder1988	55383	thalf	h	plasma	2224	paraxanthine			1847.0	3.10e+00	4.04e-01	4.52e-01			1.40e+00			
Harder1988	55385	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.19e+01	1.67e+00	2.65e-01			5.80e+00			
Harder1988	55387	tmax	h	plasma	2224	paraxanthine			1847.0	5.30e+00	7.51e-01	4.91e-01			2.60e+00			
Harder1988	55389	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.57e+00	8.66e-02	1.91e-01			3.00e-01			
Harder1988	55391	thalf	h	plasma	2224	paraxanthine			1847.0	2.70e+00	3.18e-01	4.07e-01			1.10e+00			
Harder1988	55393	auc_inf	mg*h/l	plasma	2224	paraxanthine			1847.0	2.26e+01	2.83e+00	4.34e-01			9.80e+00			
Harder1988	55395	tmax	h	plasma	2224	paraxanthine			1847.0	5.15e+00	4.47e-01	3.01e-01			1.55e+00			
Harder1988	55397	cmax	µg/ml	plasma	2224	paraxanthine			1847.0	1.23e+00	6.35e-02	1.79e-01			2.20e-01			
Benowitz2003	53900	clearance	l/h	plasma	2191	chlorzoxazone	7319.0	1.47e+01										
Benowitz2003	53902	clearance	l/h	plasma	2191	chlorzoxazone	7320.0	1.66e+01										
Benowitz2003	53904	clearance	l/h	plasma	2191	chlorzoxazone	7321.0	1.96e+01										
Benowitz2003	53906	clearance	l/h	plasma	2191	chlorzoxazone	7322.0	1.91e+01										
Benowitz2003	53908	clearance	l/h	plasma	2191	chlorzoxazone	7323.0	2.40e+01										
Benowitz2003	53910	clearance	l/h	plasma	2191	chlorzoxazone	7324.0	2.87e+01										
Benowitz2003	53912	clearance	l/h	plasma	2191	chlorzoxazone	7325.0	2.09e+01										
Benowitz2003	53914	clearance	l/h	plasma	2191	chlorzoxazone	7326.0	3.66e+01										
Benowitz2003	53916	clearance	l/h	plasma	2191	chlorzoxazone	7327.0	2.91e+01										
Benowitz2003	53962	clearance	l/h	plasma	2191	caffeine	7328.0	3.03e+00										
Benowitz2003	53964	clearance	l/h	plasma	2191	caffeine	7329.0	4.24e+00										
Benowitz2003	53966	clearance	l/h	plasma	2191	caffeine	7330.0	1.14e+01										
Culm-Merdek2005	54844	clearance	l/h	plasma	2209	caffeine			1834.0	6.30e+00	1.06e+00	4.43e-01						
Benowitz2003	53968	clearance	l/h	plasma	2191	caffeine	7331.0	1.09e+01										
Benowitz2003	53970	clearance	l/h	plasma	2191	caffeine	7332.0	4.85e+00										
Benowitz2003	53972	clearance	l/h	plasma	2191	caffeine	7333.0	7.22e+00										
Culm-Merdek2005	54846	clearance	l/h/kg	plasma	2209	caffeine			1834.0	8.04e-02	1.44e-02	4.74e-01						
Benowitz2003	53974	clearance	l/h	plasma	2191	caffeine	7334.0	7.82e+00										
Culm-Merdek2005	54847	vd	l	plasma	2209	caffeine			1834.0	4.00e+01	2.50e+00							
Culm-Merdek2005	54848	vd	l/kg	plasma	2209	caffeine			1834.0	5.00e-01	4.00e-02							
Culm-Merdek2005	54849	thalf	h	plasma	2209	caffeine			1834.0	4.90e+00	6.50e-01							
Benowitz2003	53976	clearance	l/h	plasma	2191	caffeine	7335.0	7.25e+00										
Culm-Merdek2005	54850	tmax	h	plasma	2209	caffeine			1834.0	1.14e+00	2.60e-01							
Culm-Merdek2005	54851	cmax	µg/ml	plasma	2209	caffeine			1834.0	5.81e+00	4.90e-01							
Benowitz2003	53978	clearance	l/h	plasma	2191	caffeine	7336.0	7.83e+00										
Culm-Merdek2005	54853	auc_inf	mg*h/l	plasma	2209	caffeine			1834.0	4.63e+01	7.00e+00	4.00e-01						
Benowitz2003	53980	clearance	l/h	plasma	2191	caffeine	7337.0	1.33e+01										
Culm-Merdek2005	54855	auc_end	mg*h/l	plasma	2209	paraxanthine			1834.0	2.73e+01	3.09e+00	2.99e-01	24.0	h				
Benowitz2003	53982	clearance	l/h	plasma	2191	caffeine	7338.0	5.96e+00										
Culm-Merdek2005	54857	auc_end	mg*h/l	plasma	2209	theobromine			1834.0	1.48e+01	3.37e+00	6.02e-01	24.0	h				
Culm-Merdek2005	54859	auc_end	mg*h/l	plasma	2209	theophylline			1834.0	1.96e+00	9.40e-01	1.27e+00	24.0	h				
Blanchard1983a	54076	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54078	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54080	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54082	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54084	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54086	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54088	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54090	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54092	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54094	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54096	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54098	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54100	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54102	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54104	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54106	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54108	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54110	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54112	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54114	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
Blanchard1983a	54116	kel	1/h	plasma	2194	caffeine			1817.0	1.55e-01	1.74e-02	3.55e-01				7.56e-02	2.56e-01	
