category			healthy	healthy	species	species	age	age	age	age	age	age	age	age	age	sex	sex	sex	smoking	smoking	smoking	weight	weight	weight	weight	weight	weight	weight	weight	weight	abstinence	abstinence	abstinence	abstinence	abstinence	oral contraceptives	oral contraceptives	ethnicity	ethnicity	medication	medication	disease	disease	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	bmi	bmi	bmi	bmi	bmi	blood pressure	blood pressure	blood pressure	overnight fast	overnight fast	smoking duration (years)	smoking duration (years)	smoking duration (years)	smoking duration (years)	caffeine amount	caffeine amount	caffeine amount	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	phenotype	phenotype	alcohol abstinence	alcohol abstinence	alcohol abstinence	alcohol abstinence	smoking amount (packyears)	smoking amount (packyears)	smoking amount (packyears)	height	height	height	fasted	fasted	fasted	caffeine	caffeine	alcohol	medication type	medication type	CYP2D6 genotype	CYP2D6 genotype
			choice	count	choice	count	count	cv	max	mean	min	sd	se	unit	value	choice	count	unit	choice	count	unit	count	cv	max	mean	min	sd	se	unit	value	choice	count	min	unit	value	choice	count	choice	count	choice	count	choice	count	count	max	mean	min	unit	value	count	max	mean	min	unit	count	max	unit	choice	count	count	mean	min	unit	count	mean	unit	count	max	unit	value	choice	count	choice	count	unit	value	count	min	unit	count	unit	value	count	unit	value	choice	count	count	choice	count	choice	count
study	subject_pk	subject_name																																																																																										
Barnet1990	2146	6	Y	6	homo sapiens	6	1							yr	22.00	M	6		Y	6		1							kg	69.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Benowitz2003	2147	A1	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2148	A2	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2149	A3	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2150	A4	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2151	A5	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2152	A6	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2153	A7	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2154	A8	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2155	A9	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2156	B1	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2157	B2	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2158	B3	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2159	B4	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2160	B5	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2161	B6	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2162	B7	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2163	B8	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2164	B9	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2165	B10	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Benowitz2003	2166	B11	Y	12	homo sapiens	12	12		47.00		27.00			yr		M	12		Y	12																								12		28.00		1/day										Y	12	12	22.00		yr																													
Bonati1982	1790	A	Y	4	homo sapiens	4	4		36.00		26.00			yr		M	4					4			70.00				kg																													Y	4																																	
Bonati1982	1791	B	Y	4	homo sapiens	4	4		36.00		26.00			yr		M	4					4			70.00				kg																													Y	4																																	
Bonati1982	1792	C	Y	4	homo sapiens	4	4		36.00		26.00			yr		M	4					4			70.00				kg																													Y	4																																	
Bonati1982	1793	D	Y	4	homo sapiens	4	4		36.00		26.00			yr		M	4					4			70.00				kg																													Y	4																																	
Campbell1987a	2167	oc1	Y	15	homo sapiens	15	1							yr	21.00	F	1		N	1		1							kg	59.00						Y	1	caucasian	15																																																					
Campbell1987a	2168	oc2	Y	15	homo sapiens	15	1							yr	23.00	F	1		N	1		1							kg	57.00						Y	1	caucasian	15																																																					
Campbell1987a	2169	oc3	Y	15	homo sapiens	15	1							yr	25.00	F	1		N	1		1							kg	64.00						Y	1	caucasian	15																																																					
Campbell1987a	2170	oc4	Y	15	homo sapiens	15	1							yr	30.00	F	1		N	1		1							kg	50.00						Y	1	caucasian	15																																																					
Campbell1987a	2171	oc5	Y	15	homo sapiens	15	1							yr	24.00	F	1		N	1		1							kg	59.00						Y	1	caucasian	15																																																					
Campbell1987a	2172	ns1	Y	15	homo sapiens	15	1							yr	26.00	F	1		N	1		1							kg	64.00						N	1	caucasian	15																																																					
Campbell1987a	2173	ns2	Y	15	homo sapiens	15	1							yr	24.00	F	1		N	1		1							kg	54.00						N	1	caucasian	15																																																					
Campbell1987a	2174	ns3	Y	15	homo sapiens	15	1							yr	25.00	F	1		N	1		1							kg	64.00						N	1	caucasian	15																																																					
Campbell1987a	2175	ns4	Y	15	homo sapiens	15	1							yr	24.00	F	1		N	1		1							kg	75.00						N	1	caucasian	15																																																					
Campbell1987a	2176	ns5	Y	15	homo sapiens	15	1							yr	26.00	M	1		N	1		1							kg	63.00						N	1	caucasian	15																																																					
Campbell1987a	2177	s1	Y	15	homo sapiens	15	1							yr	22.00	F	1		Y	1		1							kg	59.00						N	1	caucasian	15																																																					
Campbell1987a	2178	s2	Y	15	homo sapiens	15	1							yr	21.00	F	1		Y	1		1							kg	59.00						N	1	caucasian	15																																																					
Campbell1987a	2179	s3	Y	15	homo sapiens	15	1							yr	42.00	F	1		Y	1		1							kg	56.00						N	1	caucasian	15																																																					
Campbell1987a	2180	s4	Y	15	homo sapiens	15	1							yr	35.00	M	1		Y	1		1							kg	57.00						N	1	caucasian	15																																																					
Campbell1987a	2181	s5	Y	15	homo sapiens	15	1							yr	32.00	F	1		Y	1		1							kg	57.00						N	1	caucasian	15																																																					
Carbo1989	1794	1	Y	6	homo sapiens	6	1							yr	23.00	M	6		Y	6		1							kg	74.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Carbo1989	1795	2	Y	6	homo sapiens	6	1							yr	23.00	M	6		Y	6		1							kg	61.70	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Carbo1989	1796	3	Y	6	homo sapiens	6	1							yr	22.00	M	6		Y	6		1							kg	59.40	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Carbo1989	1797	4	Y	6	homo sapiens	6	1							yr	19.00	M	6		Y	6		1							kg	60.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Carbo1989	1798	5	Y	6	homo sapiens	6	1							yr	21.00	M	6		Y	6		1							kg	60.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Carbo1989	1799	6	Y	6	homo sapiens	6	1							yr	22.00	M	6		Y	6		1							kg	69.50	('caffeine', 'methylxanthine', 'alcohol')	(6, 6, 6)		('h', 'h', 'h')	('48.00', '48.00', '48.00')					N	6			6	40.00		10.00	1/day																																			6	h	10.00							
Chen1991	2051	1	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2052	2	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												PM	1	Y	8	day	2.00																
Chen1991	2053	3	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2054	4	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2055	5	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2056	6	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2057	7	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Chen1991	2058	8	Y	8	homo sapiens	8	8	0.19	37.00	27.30	25.00	5.20	1.84	yr		('M', 'F')	(7, 1)		Y	4		8	0.17	83.00	69.90	48.00	11.90	4.21	kg/m^2		drug	8		day	2.00																							Y	8												EM	1	Y	8	day	2.00																
Cheng1990	1800	1	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1801	2	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1802	3	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1803	4	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1804	5	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1805	6	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1806	7	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1807	8	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1808	9	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1809	10	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1810	11	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1811	12	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1812	13	Y	13	homo sapiens	26	13		50.00		20.00			yr		('M', 'F')	(9, 4)		('N', 'Y')	(12, 1)		13		85.00		47.00			kg																																																															
Cheng1990	1813	14	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1814	15	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1815	16	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1816	17	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1817	18	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1818	19	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1819	20	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1820	21	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1821	22	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1822	23	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1823	24	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1824	25	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Cheng1990	1825	26	N	13	homo sapiens	26	13	0.10	75.00	62.20	53.00	6.37	1.77	yr		('M', 'F')	(10, 3)		('N', 'Y')	(9, 4)		13	0.17	107.00	74.77	50.00	12.55	3.48	kg													cirrhosis	13																																																	
Fuhr1993a	1826	1	Y	12	homo sapiens	12	1							yr	22.00	F	1		N	1	-	1							kg	55.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.69										
Fuhr1993a	1827	2	Y	12	homo sapiens	12	1							yr	29.00	F	1		Y	1	-	1							kg	58.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	20.00																															1	m	1.60										
Fuhr1993a	1828	3	Y	12	homo sapiens	12	1							yr	30.00	M	1		N	1	-	1							kg	98.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.90										
Fuhr1993a	1829	4	Y	12	homo sapiens	12	1							yr	56.00	M	1		Y	1	-	1							kg	80.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	4.00																															1	m	1.74										
Fuhr1993a	1830	5	Y	12	homo sapiens	12	1							yr	29.00	M	1		N	1	-	1							kg	81.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.85										
Fuhr1993a	1831	6	Y	12	homo sapiens	12	1							yr	25.00	F	1		N	1	-	1							kg	60.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.71										
Fuhr1993a	1832	7	Y	12	homo sapiens	12	1							yr	26.00	F	1		Y	1	-	1							kg	39.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	35.00																															1	m	1.58										
Fuhr1993a	1833	8	Y	12	homo sapiens	12	1							yr	35.00	F	1		N	1	-	1							kg	57.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.63										
Fuhr1993a	1834	9	Y	12	homo sapiens	12	1							yr	52.00	F	1		Y	1	-	1							kg	78.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	22.00																															1	m	1.71										
Fuhr1993a	1835	10	Y	12	homo sapiens	12	1							yr	21.00	F	1		Y	1	-	1							kg	74.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	15.00																															1	m	1.75										
Fuhr1993a	1836	11	Y	12	homo sapiens	12	1							yr	23.00	M	1		Y	1	-	1							kg	76.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	10.00																															1	m	1.72										
Fuhr1993a	1837	12	Y	12	homo sapiens	12	1							yr	56.00	F	1		N	1	-	1							kg	60.00	methylxanthine	12		h	12.00	('Y', 'N')	(3, 5)							1				1/day	0.00																															1	m	1.62										
Ghassabian2009	1838	1	Y	11	homo sapiens	11	1							yr	37.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1839	2	Y	11	homo sapiens	11	1							yr	25.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1840	3	Y	11	homo sapiens	11	1							yr	53.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1841	4	Y	11	homo sapiens	11	1							yr	62.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1842	5	Y	11	homo sapiens	11	1							yr	66.00	F	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1843	6	Y	11	homo sapiens	11	1							yr	55.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1844	7	Y	11	homo sapiens	11	1							yr	30.00	F	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1845	8	Y	11	homo sapiens	11	1							yr	36.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1846	9	Y	11	homo sapiens	11	1							yr	36.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1847	10	Y	11	homo sapiens	11	1							yr	22.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Ghassabian2009	1848	11	Y	11	homo sapiens	11	1							yr	30.00	M	1	-													caffeine	11		h	48.00							schizophrenia	11																																														clozapine	11		
Granfors2005	1849	1	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1850	2	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1851	3	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1852	4	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1853	5	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1854	6	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1855	7	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1856	8	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1857	9	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1858	10	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1859	11	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1860	12	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1861	13	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1862	14	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1863	15	Y	30	homo sapiens	30	15	0.09	26.00	22.00	19.00	2.00	0.52	yr		F	30		N	30		15	0.16	74.00	62.00	52.00	10.00	2.58	kg							N	15		30																																																					
Granfors2005	1864	16	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1865	17	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1866	18	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1867	19	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1868	20	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1869	21	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1870	22	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1871	23	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1872	24	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1873	25	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1874	26	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1875	27	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1876	28	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1877	29	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Granfors2005	1878	30	Y	30	homo sapiens	30	15	0.09	25.00	22.00	18.00	2.00	0.52	yr		F	30		N	30		15	0.11	63.00	57.00	48.00	6.00	1.55	kg							Y	15		30																																																					
Haller2002	1879	1	Y	8	homo sapiens	8	8		38.00		25.00			yr			1		N	8		1							kg	78.60						N	1													8	30.00			kg/m^2													8	4.00	1/day																							
Haller2002	1880	2	Y	8	homo sapiens	8	8		38.00		25.00			yr			1		N	8		1							kg	68.10						N	1													8	30.00			kg/m^2													8	4.00	1/day																							
Haller2002	1881	3	Y	8	homo sapiens	8	8		38.00		25.00			yr			1		N	8		1							kg	52.00						N	1													8	30.00			kg/m^2													8	4.00	1/day																							
