category			healthy	healthy	species	species	age	age	age	age	age	age	age	age	age	sex	sex	sex	smoking	smoking	smoking	weight	weight	weight	weight	weight	weight	weight	weight	weight	abstinence	abstinence	abstinence	abstinence	abstinence	oral contraceptives	oral contraceptives	ethnicity	ethnicity	medication	medication	disease	disease	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	smoking amount (cigarettes)	bmi	bmi	bmi	bmi	bmi	blood pressure	blood pressure	blood pressure	overnight fast	overnight fast	smoking duration (years)	smoking duration (years)	smoking duration (years)	smoking duration (years)	caffeine amount	caffeine amount	caffeine amount	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	caffeine amount (beverages)	phenotype	phenotype	alcohol abstinence	alcohol abstinence	alcohol abstinence	alcohol abstinence	smoking amount (packyears)	smoking amount (packyears)	smoking amount (packyears)	height	height	height	fasted	fasted	fasted	caffeine	caffeine	alcohol	medication type	medication type	CYP2D6 genotype	CYP2D6 genotype
			choice	count	choice	count	count	cv	max	mean	min	sd	se	unit	value	choice	count	unit	choice	count	unit	count	cv	max	mean	min	sd	se	unit	value	choice	count	min	unit	value	choice	count	choice	count	choice	count	choice	count	count	max	mean	min	unit	value	count	max	mean	min	unit	count	max	unit	choice	count	count	mean	min	unit	count	mean	unit	count	max	unit	value	choice	count	choice	count	unit	value	count	min	unit	count	unit	value	count	unit	value	choice	count	count	choice	count	choice	count
study	subject_pk	subject_name																																																																																										
Backman2008	1666	5	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1667	6	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1668	7	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1669	8	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1670	9	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1671	10	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1672	11	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1673	12	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1674	13	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1675	14	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1676	15	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1677	16	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1678	17	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1679	18	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1680	19	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
Backman2008	1681	20	Y	71	homo sapiens	71	38		31.00	23.00	19.00			yr		M	53		N	1	-	38		96.00	78.00	64.00			kg		('grapefruit juice', 'caffeine', 'alcohol')	(71, 71, 71)	('1.00', '18.00', '1.00')	('week', 'h', 'day')						N	71									38	28.70	23.40	19.70	kg/m^2	71	110.00	mmHg																																			
